ASN,Organization-Name,Rank,ROV-Percentage
54337,"BWX Technologies, Inc.",44517,0
30367,Strategic Value Partners,44517,0
47470,CJSC Orlikov-5,44517,0
266715,Televisión Nacional de Chile,44517,0
212994,MEDIA INVESTCOM LLC,44517,0.03
207416,WINTELECOM LLC,44517,1
14499,ALORICA INC,44681,0
199341,Margonet S.C. Przemyslaw Parzyjagla i Marcin Janik,44687,1
22781,"Strong Technology, LLC.",44687,0
49994,RIC-Info Ltd,44687,0
269688,ITATIAIA INFORMATICA E TELECOMUNICACOES LTDA ME,44687,0.33
328580,O'Play Digital Services Limited,44687,0
30493,Dentons US LLP,44687,0
267,Nether.Net,44687,0
26189,"SCI Funeral & Cemetery Purchasing Cooperative, Inc.",44687,0
131765,Kementerian Dalam Negeri Republik Indonesia,44687,0.09
266478,J BOHRER PROVEDORES DE INTERNET - ME,44687,0
269069,ADRIANO LENZ COMERCIO DE PRODUTOS INFORMATICA ME,44687,0
397787,Black Oak Casino,44687,0
36134,Pool Corporation,44687,0
20690,JSC Apatit,44687,0
264126,SAIMOMTELECOM - SERV EM TEC INFORMACAO LTDA,44687,0.27
394964,Martin Marietta Inc.,44687,0
26805,Federal Home Loan Bank of San Francisco,44687,0
26028,Panduit Corp.,44687,0
53307,"Fox Hill Holdings, Inc.",44687,0
141016,SM Investments Corporation,44687,0
55938,Expressway Authority of Thailand,44687,0
19091,"Credit Karma, Inc.",44687,0
398850,Cheyney University Of Pennsylvania,44687,0
17301,Fastenal Company,44687,0
28012,BBVA Banco Provincial S.A.,44687,0
141091,PT Skynet Lintas Nusantara,44687,0
262994,LINX SISTEMAS E CONSULTORIA LTDA,44687,0
57587,ISS Ltd.,44687,0
54013,"Varonis Systems, Inc.",44687,0
208376,DIGITAL GLOBE S.R.L.,44687,1
54368,Coast Capital Savings Credit Union,44687,0
132722,Intellium Technology Limited,44687,0
131255,Hexaware Technologies Limited,44687,1
394858,University of New Haven,44687,0
24081,"SPI Technologies, Inc.",44687,0
58457,Gandhi Nagar,44687,0
11059,MIFFLIN COUNTY WIRELESS LLC,44687,1
16015,CIB Bank Zrt.,44687,0
271026,DANILO ANOENA DA COSTA MENINO EIRELI,44687,0
44825,"Oesterreichisches Rotes Kreuz, Landesverband Oberoesterreich",44687,0
264724,Universidad Nacional Andres Bello,44687,0
53602,Milwaukee Electric Tool Corporation,44687,1
52756,ROBERT BOSCH LIMITADA,44687,0
29970,Devon Energy Corporation,44687,0
201982,Middle East Payment Services Ltd.,44687,0
209684,Action-digital LLC,44687,0
268700,Salatiel dos Santos Teles Informatica,44687,0
26605,Universidad Industrial de Santander - UIS,44687,0
20466,WGBH Educational Foundation,44687,1
46106,"Jackson Healthcare, LLC",44687,0
16785,USANA Inc,44687,0
53294,Fox News Channel,44687,0.78
205736,Dimension Data Deutschland Holdings GmbH,44687,0
32834,Children's Medical Center of Dallas,44687,1
60509,S 800 Customer Service Provider SRL,44687,0
328762,Mansoura University,44687,0
18188,Ateneo de Manila University,44687,0
198493,Enternet Pawel Miazga,44687,0
33405,Hess Corporation,44687,0
9392,APT MOBILE SATCOM LIMITED,44687,0
15158,Algoma University College,44687,0
22034,MCMASTER CARR SUPPLY COMPANY,44687,0
48849,Sika Informationssysteme AG,44687,0
30622,Venable LLP,44687,0
49945,OJSC Alif Bank,44687,0
139726,"Guangdong Yunjie Communication Co., Ltd.",44687,0
202344,LLC Basalt Svobodnoe Programnoe Obespechenie,44687,0
36364,"Mary Washington Hospital, Inc.",44687,0
50688,MediaNet Ltd.,44687,0
268508,BONZONE Telecom,44687,0
57890,"Potel Spolka Cywilna M. Ryckiewicz, J.Repinski, M.Weryk",44687,0
267072,VELOZ NET SERVIÇOS E COMUNICAÇÕES LTDA ME,44687,0
54645,HANMI BANK,44687,0
62377,Rockwell Automation B.V.,44687,0
14233,"Ancestry.com., Inc.",44687,0
268680,litoral net telecom,44687,0
205514,CORVID Protect Holdings Limited,44687,0
198604,Firma VICTOR Mateusz Odrzywolek,44687,0
54671,WALSWORTH PUBLISHING COMPANY,44687,0
200680,Marcin Barszcz trading as Conect,44687,0
30390,Imerys Pigments,44687,0
13679,"Centros Culturales de Mexico, A.C.",44687,0
131944,,44687,1
38577,"Leekie Enterprises, Inc",44687,0
269804,SEPCOM COMUNICACIONES SAS,44687,0
13496,Belcan Corporation,44687,1
265687,ALTEC S.E. ALTA TECNOLOGIA SOCIEDAD DEL ESTADO,44687,0
40648,Lee County BoCC,44687,0
267491,Safe Telecom,44687,0
38755,Biro Statistics,44687,0.88
202026,Ascania Group LLC,44687,0
63984,Nexdecade Technology Pvt. LTD,44687,0
132576,WorleyParsons Limited,44687,0
61018,Tommy Hilfiger B.V.,44687,0
23079,Arvest Bank Operations,44687,0
199857,WANCOM Radoslaw Cupal,44687,1
1824,Vertisoft,44687,0
17478,KSC Commercial Internet Co.Ltd.,44687,0
269645,M K DOS ANJOS SILVA INFORMATICA,44687,0
132436,Tahoe Communication Limited,44687,0
3791,Ascension Technologies,44687,0
32969,"Global Cash Access, Inc.",44687,0
271868,GPON NETWORKS S.A.C.,44687,0.52
202191,SERVICE ORGANISATIE NASCHOLING JOINT VENTURE EN ADMINISTRATIE NV,44687,0
268213,Full Telecom,44687,0
29716,"Otsuka America Pharmaceutical, Inc.",44687,0
198272,"""MW-GMW Sp. z o.o. Sp.k""",44687,0
17823,"T.H.NIC Co.,Ltd.",44687,0
265835,GODOY LUIS ALBERTO,44687,0
271727,FERREIRA LIVERO TELECOMUNICACAO EIRELI,44687,0
61054,Power Leisure Bookmakers Limited,44687,0
61572,CONTROLADORIA-GERAL DA UNIÃO,44687,0
395333,Lackawanna College,44687,0
23227,"Nikon, Inc.",44687,0
32661,Old National Bancorp,44687,0
269279,ARENA TELECOM COMERCIO DE EQUIPAMENTOS DE INFORMA,44687,0
32540,HP Hood,44687,0
25237,ISRAEL PORTS DEVELOPMENT and ASSETS COMPANY LTD,44687,0
63328,Sweetwater Sound Inc,44687,1
25906,Life Technologies Corp.,44687,0
267358,HD COMUNICAÇÕES LTDA EPP,44687,0
18326,Sports Toto Korea,44687,0
60466,INTROLAN Marzenna Barbara Bronakowska,44687,0
42986,IZACOM Sp. z o.o.,44687,0
140659,"Vonet technology Co., Ltd.",44687,0
30523,BOK Financial Corporation,44687,0
33160,OLD REPUBLIC NATIONAL TITLE INSURANCE CO.,44687,1
62033,CLOUDEUS SL,45122,0
206350,Oman Research and education Network (OMREN),45122,0
328556,SYSCODES COMMUNICATIONS LIMITED,45129,0
264718,UNIVERSIDAD SIMÓN BOLÍVAR,45129,0
38185,"CDAC Noida, India",45129,0
36667,Phibro Animal Health Corporation,45129,0
46056,PT Jovimaro Karya Agung,45129,0
51358,Radioactive EOOD,45129,0
268974,LUXTELL TELECOM,45129,0
40642,ILLINOIS WESLEYAN UNIVERSITY,45129,0
42094,Realitatea Media S.A.,45129,0
264093,Inet Pro Distribuição de Dados Ltda,45129,0
22713,Credit Acceptance Corporation,45129,0
395580,Central College,45129,0
271812,"CONEXT VENEZUELA, C.A.",45129,0.1
21578,Universidad autonoma de Bucaramanga,45129,0
15719,CENTAR ZA VOZILA HRVATSKE D.D.,45129,0
269129,ClickTek Telecom,45129,0
35503,Ministry of Education Youth and Science,45129,0
15776,International Business Machines of Belgium Ltd,45129,0
35057,HOMELINK Limited Liability Company,45129,0
208017,fastkom srl,45129,0
132570,Saibaba Broadband Pvt Ltd,45129,0
267850,ALVES GOES WARLEY,45129,0
268309,Ti5 Telecom LTDA,45129,0
394181,"ACCOUNT CONTROL TECHNOLOGY HOLDINGS, INC.",45129,0
49935,SmartEye BV [Studenten Internet],45129,1
55642,CS Loxinfo Public Company Limited,45129,1
58758,Tata Institute of Fundamental Research,45129,0
271413,E O L CASTRO TELECOMUNICACOES EIRELI,45129,0
212210,Sheremet Aleksey,45129,0
23555,Shinhan Bank,45129,0
134623,PT. DIGITAL NETWORK ANTANUSA,45129,1
267820,NEUTICS S.A.P.E.M.,45129,1
62791,DENOVO VENTURES LLC,45129,0
267917,B-PRO INNOVACIONES S.A. DE C.V.,45129,0
202220,Obsluga pc P.Dudzinski P.Jablonski P.Ral. B.Miller s.c.,45129,0
205430,Piotr Jerzy Galezowski trading as FHU PING,45129,0
137097,Rohan Media Private Ltd,45129,0
24283,,45129,0
35022,Gazprombank OJSC,45129,0
395987,College of St. Elizabeth,45129,0
269395,C de Souza Leite me,45129,0
28727,Autoritatea Nationala pentru Administrare si Reglementare in Comunicatii,45129,0
267731,COOPERATIVA DE ELECTRICIDAD SERVICIOS PUBLICOS VIVIENDA Y CREDITO DE V CAÑAS LTD,45129,0
46537,Elm Datacenter LLC,45129,0
264848,SERVICIO ADMINISTRATIVO FINANCIERO DE LA GOBERNACION,45129,0
212754,Jacek Kowalski trading as SI.pl,45129,0
394962,PENNSYLVANIA COLLEGE OF TECHNOLOGY,45129,0
22310,LIFE Outreach International,45129,0
133388,IMS Health India Pvt Ltd,45129,0
25141,Teleradiocompany Soniko-Svyaz Ltd,45129,0
397400,United Call Center Solutions LLC,45129,0
20164,"JO-ANN STORES, LLC",45129,0
207578,Patrizi Emanuele,45129,0
397936,DC COMPUTERS,45129,0
61577,AMAZONTEL TELECOMUNICACOES LTDA,45129,0
207348,Tehnoline Telekom d.o.o.,45129,0
265627,NIDIX NETWORKS S.A. DE C.V.,45129,0
133440,"Stepping Stone Co.,Ltd",45129,0
23389,"Campbell Scientific, Inc.",45129,0
198408,E-Mouse Karol Urbanowicz,45129,0
205319,Insead Association declaree:,45129,0
141431,Call 2 Phone Private Limited,45129,0
393604,YMCA of the Rockies,45129,1
268075,FABIANA CRISTINA MOREIRA,45129,0
135858,Visa Consolidated Support Services India Private Limited,45129,0
399148,Zetalink,45129,0.97
394913,AirGrids,45129,0
132507,Helios IT Infra Solutions P Ltd,45129,0
34340,Bulgarian National TV,45129,0
39358,Bank Al Bilad,45129,0
141314,Wi5 Internet Services Private Limited,45129,1
328586,HORIZON IT SOLUTIONS LTD,45129,0
137785,"CACloud Services (Shanghai) Co., Ltd.",45129,1
269205,lider telecom,45129,0
397535,Western New Mexico University,45129,0
16731,Royal Bank of Canada,45129,0
137656,Kosmic Broadband Private Limited,45129,0
204302,Monitor ERP System AB,45129,0
51952,KVANT LLC,45129,0
133915,Powerco NZ Limited,45129,0
270718,ACSNET TELECOM,45129,0
395918,Sandestin Investments LLC,45129,0
50252,Camera Deputatilor,45129,0
35999,The New York Public Library/LIONS,45129,0
48420,Digital Solutions Ltd,45129,0
138267,Bsl Technologies Pvt. Ltd.,45129,0
398434,Internet 3.14,45129,0
55687,Universitas Tanjungpura,45129,0
61143,Jersey Airtel Limited,45129,0
21759,National Rural Utilities Cooperative Finance Corporation,45129,0
20260,"Sawtel, Inc",45129,0
398118,Commonwealth of Virginia Office of the Attorney General,45129,0
33347,NAVICENT HEALTH,45129,1
265868,GETCOM SAS,45129,0
21956,Solon Board of Education,45129,0
198296,Burda Digital Systems GmbH,45129,0
21666,,45129,0
202860,Miejskie Przedsiebiorstwo Gospodarki Komunalnej - Krosnienski Holding Komunalny sp. z o.o.,45129,0
22916,Providence Health & Services,45129,1
30196,CAPS,45129,0
200382,ITank B.V.,45129,0
60829,"NEVERNET, s.r.o.",45129,0
268063,RASEC SERV COMUNICACAO LTDA,45129,0
269927,JORGE ALFREDO ARGUETA FLORES (OMNIVISION-OMNICOM),45129,0
134790,United International University,45129,0
394771,Thales Avionics,45129,0
267921,COOPERATIVA DE SERVICIOS PUBLICOS PTO ESPERANZA LIMITADA,45129,0
62988,Art Center College of Design,45129,0
40082,Apogee Telecom Inc.,45129,0
212850,Omnia Alkher for internet services Limited Liability/Private Company,45129,0
141225,Doronto Information Technology(DIT),45129,0
33636,Wofford College,45129,0
327870,Global Broadband Solution,45129,0
396194,"WISE ISP, LLC",45129,0
51510,DFDS A/S,45129,0
399047,L.I. Combs Management Corp.,45129,0
397303,WeLink communications llc,45129,0
57005,PE Homich Nataliya G.,45129,0
17807,State Library of Queensland,45129,0
138263,Namoh Networks Udaipur Private Limited,45129,0
393248,Northside Independent School District,45129,0
134306,Mothersonsumi INfotech and Designs Ltd.,45129,0
266667,TECCIAL,45129,0
269757,URCHIPIA FERNANDO DIEGO(CYBERIA INTERNET),45129,0.26
204835,Caisse Nationale des Allocations Familiales (CNAF),45129,0
269651,NOVA REDE PROVEDORA DE INTERNET EIRELI,45129,0
139780,Brother's ICT Connectivity,45129,0
263805,SOLUCIONES AVANZADAS INFORMATICAS Y TELECOMUNICACIONES SAITEL,45129,0.45
16328,University of Architecture Civil Engineering and Geodesy,45129,0
31174,AO RAIFFEISENBANK,45129,0
54226,SUNY College of Optometry,45129,1
141271,Kay Powernet Services Pvt Ltd,45129,0
136079,STMIK Amikom Yogyakarta,45129,0
394735,"Tabush Consulting Group, Inc.",45129,0
204473,Aswar Al-Karam for General trading and Communications Projects Ltd,45129,0.12
203733,IT Partner Tromso AS,45129,0
40001,Stroud Media L.L.C,45129,0
57274,OJSC Petersburg Social Commercial Bank,45129,0
132364,The Executive Centre,45129,0
395772,"Augusta Health Care, Inc",45129,1
270422,Exnet Solucoes de Internet Ltda,45129,0
45733,Center For International Forestry Research(CIFOR),45129,0
48523,ArcelorMittal Poland S.A.,45129,0
203080,SAP SE,45129,0
209860,My Net Michal Bronczkowski,45129,1
9683,Seoul Facilities Corporation,45129,0
36975,NCBA Bank Kenya Plc,45129,0.93
198431,"Przedsiebiorstwo Wielobranzowe ""Skretka"" Lukasz Piwowarczyk",45129,0
46039,Badan Pengawas Pasar Modal dan Lembaga Keuangan,45129,0.81
52081,The Commercial Real Estate Co. K.S.C.C,45129,0
32344,Community High School District 99,45129,0
26579,Wal-Mart Stores Inc.,45129,0
39142,Internet Group AG,45129,0
30954,SpaceNet LLC,45129,0
203811,AL-MARAJ AL-ALAMIYA Co,45129,0
136035,Department of Tourism,45129,0
20305,Banco Rio de la Plata S.A.,45129,0
17320,Coastal Federal Credit Union,45129,0
39299,GlobalLogic Ukraine Ltd.,45129,0
61212,Tata Communications Move B.V.,45129,0
212632,Alfa Laval Lund AB,45129,0
270008,SOCIEDAD COMERCIAL Y DE SERVICIOS DE INTERNET Y COMUNICACION CHILE SPA,45129,1
134333,SS BROADBAND SERVICES PVT LTD,45129,0
50095,SZCZECINSKI.COM,45129,0
36979,,45129,0
33427,Washington State University,45129,0
213309,Marmara University,45129,0
268751,IBV Telecom Ltda,45129,0
133304,Hitech Broadband,45129,0
3332,Swedbank AS,45129,1
269734,CABLE VISIÓN POR SATÉLITE S.A. DE C.V.,45129,0
328319,AMTEL LTD,45129,0
16013,Unisystems SA,45129,0
140068,360 Internet Inc Ltd.,45129,0
36145,Phillips Academy,45129,1
397384,"LaunchVPS, LLC",45129,1
199871,TechnoLogica EAD,45129,0
265693,Caldas Data Company LTDA,45129,0
1642,Colorcon Inc,45129,0
29496,Link-Service Ltd.,45129,1
55498,TRUE INTERNET CORPORATION CO. LTD.,45129,0
207058,Dimatica Servicios informaticos Avanzados S.L,45129,0
270264,LEANDRO DA SILVA CONCEICAO,45129,0
268019,RODRIGUES & LEAL SERVIÇOS DE TELECOMUNICAÇÃO LTDA,45129,0
44174,Public Joint-Stock-Company Territorial Generating Company-1,45129,0
29817,LAKE CITY BANK,45129,1
269049,ULTRAFIBRA COMERCIO E SERVIÇO LTDA,45129,0
135797,Simsys Infotech Pvt. Ltd.,45129,0.12
50172,Regie Autonome Des Transports Parisiens,45129,0
52467,Universidad de Ibague,45129,0
138860,PT. JAYA LINTAS INDONESIA,45129,0
212673,OOO TRK ''INTEGRAL'',45129,0
34789,Asseco Poland S.A.,45129,0
23770,National Centre for Biological Sciences,45129,0
9651,The City Bank Limited,45129,0.09
37003,Xceed Contact Center,45129,0
267690,ELDA SALERNO(FULLNET),45129,1
269996,HENDERSON.NET SRL,45129,0
17096,SUMMIT RACING,45129,0
269494,GPR NET COMUNICACOES EIRELI,45129,0
138738,speed net,45129,0
12801,Texas Instruments Deutschland GmbH,45129,0
270101,BAIGORRIA ALBERTO DANIEL (IGLOBALNET),45129,0
327945,International Livestock Research Institute,45129,0
138143,PT GERBANG AKSES INDONESIA,45129,0
399408,COAXIAL NETWORKS INC,45129,1
34755,Turkiye Odalar ve Borsalar Birligi,45129,0
36043,"Starr Computer Solutions, Inc.",45129,0
48664,"Cooperative Society ""Miski Informatsiini Systemy""",45129,0
135755,Fiberlink Communication Pvt. Ltd.,45129,0
29093,Fingrid Oyj,45129,0
36488,Southwest Airlines Co.,45129,0
58947,Software Shop Limited,45129,0
16996,Tarrant County,45129,0
267832,VELONET SAS,45129,0
63480,ProSource Technology Solutions,45129,0
268513,SCV TELECOMUNICAÇÕES E COMERCIO LTDA-ME,45129,0.1
34901,GDC Services LLC,45129,0
16833,Tullett Prebon Americas Corp.,45129,1
208552,PROCESSING SERVICES SIA GREECE S.A.,45129,0
131785,Mahkamah Agung RI,45129,1
35385,Al Quds Open University,45129,0
136314,Shaildhar Telecom Services Pvt Ltd,45129,0
131444,HUAWEI INTERNATIONAL PTE. LTD.,45129,0
34208,Zarzad Morskiego Portu Gdansk S.A.,45129,1
399078,9STONE LLC,45129,0.94
33042,,45129,0
135781,Vibhuti Networks Private Limited,45129,0
267755,ASESORIAS Y SERVICIOS EN TECNOLOGIAS DE LA INFORMACION Y COMUNICACIONES S.A.S,45129,0.12
202070,JSC Gazprom Neft,45129,0
270261,ENTER BRASIL SERVICOS DE INTERNET LTDA,45129,0
202013,Mobile Internet Limited,45129,0
63986,IT.COREA INC.,45129,0
31645,Burgan Bank A.S.,45129,1
28521,AT&T COMUNICACIONES DIGITALES S DE RL,45129,0
38228,"Samart Infonet Co., Ltd.",45129,0
395926,Ingham ISD,45129,0
200870,Retail Technology Services Ltd,45129,0
199826,IRAQ SMART TECHS LLC,45129,0
136324,Idbi Bank Ltd,45129,0
133679,Raze Networks Private Limited,45129,0
54635,"Hillenbrand, Inc.",45129,0
38034,CS Loxinfo Public Company Limited,45129,1
396406,Maryville University of St Louis,45129,0
38698,ubase,45129,0
207617,ELMA TELEKOMUNIKASYON SAN.TIC.LTD.STI.,45129,0
45984,Dongnam Institute of Radiologycal Sciences,45129,1
201582,"ZAO ""IVS-SETI""",45129,0
26808,Utica College,45129,1
394815,Contour DS,45129,0
16026,OMV PETROM SA,45129,0
38536,"Software Technology Parks of India,",45129,0
138205,RM NETWORK,45129,0
38682,National Institute of Environmental Research,45129,0
34538,QUICK NET SRL,45129,0
393321,AmeriGas Propane,45129,0
212652,Boramax ltd,45129,0
209153,Arvid Logicum OU,45129,0
16613,SYNERGY BROADBAND,45129,1
135788,Vedant Broadband,45129,0
51703,Boydak Holding A.S.,45129,0
267502,SSNet Provedor,45129,0
269836,TERABYTE COMUNICACIONES S.A.S,45129,0
57371,Mass-Net LLC,45129,0
31175,Securities and Exchange Organization,45129,0
8947,Anadolubank A.S.,45129,0
22436,SonicNet Inc.,45129,1
206706,Iraq Smart Technologies Co. for Internet Services and Information Technology Ltd.,45129,0
46779,"Hayneedle, Inc.",45129,0
40042,Suffolk County Government,45129,0
43943,KCM SA,45129,0
64100,PRIVATEL S.R.L.,45129,0
17567,Airport Railroad Co ltd,45129,0
49069,AspireGlobal Marketing Solutions Ltd,45129,0
268799,SITESURVEY - REDES & INFORMATICA LTDA,45129,0
135820,S.k.netsol Pvt Ltd,45129,0
398035,SkyNet Communications LLC,45129,1
24558,Aditya Birla Management Corporation Limited,45129,0
59670,SACOM SYSTEM Sebastian Bialkowski,45129,0
19998,"TA CHEN INTERNATIONAL, INC.",45129,0
47324,KDB Bank Hungary Ltd.,45129,0
140544,INNOVATIVE TECHNOLOGY & ENGINEERING,46080,0
64443,Sky Waves SARL,46080,0
270832,DANTAS & ARAGAO LTDA,46080,0
267670,NetLink Telecom,46080,0
131524,"Shanghai pujv Communication Technology co., Ltd.",46080,1
135229,Magica Net,46080,0
263930,Mgcom Network Ltda-ME,46080,0
1777,Saint Xavier University,46080,0
397250,Leader Communications LLC,46080,0
50492,Modern Technologies of Connection Ltd.,46080,0.06
18920,"Hawaiian Electric Industries, Inc.",46080,1
263951,M.D DE SOUSA TELECOM - ME,46080,0
140165,Realnet Telecom Pvt Ltd,46080,0
63968,Regmi Media Inc. Pvt. Ltd.,46080,0
43791,"STN, SARL",46080,0
54022,"K & M Telephone Company, Inc",46080,0
269929,INTERWEB-DAIREAUX S.R.L.,46080,0.88
397872,"JTM Broadband, LLC",46080,0
398020,PCM Industries,46080,1
327985,IDS Africa Limited,46080,0
63965,bdHUB,46080,0
209275,NETMAX TELEKOMUNIKASYON ILETISIM HIZMETLERI TICARET LIMITED SIRKETI,46080,0
133707,La Pointe Telecom Solutions Pvt Ltd,46080,0
135218,Gtel Communications Private Limited,46080,0
45977,CANONKOREA BUSINESS SOLUTIONS,46080,0
394344,"NetActuate, Inc",46080,0
207541,Eco Net d.o.o.,46080,0
208350,Gamsjaeger Kabel-TV & ISP Betriebs GmbH,46080,0
263995,LINK BRASIL LTDA,46080,0
132059,Associated Broadcasting Company,46080,0.12
141370,"CAMBODIAN TXT TELECOM CO., LTD.",46080,0
269332,MARLENE FRISKE SAUERESSIG - EIRELI,46080,0
59341,SINE-10 (BD) LIMITED,46080,0
209640,ZEON-TEHNO SRL,46080,0
211921,Online Ukraine Ltd.,46080,0
267519,CONEXAO INFORMATICA SILVA LTDA,46080,0
63321,Rent-A-Center Inc.,46080,0
213058,Private Internet Hosting LTD,46080,0
265841,KOTIK LIDIA INES,46080,0
200849,Martin Fassl trading as fassma.net e.U.,46080,0
269915,COOPERATIVA DE LUZ Y FUERZA DE ELENA LIMITADA,46080,0
62893,"Fiber Wave, LLC",46080,0.91
34414,Nokia Oyj,46080,1
54520,Calgary Catholic School District,46080,0
396192,"RACC Enterprises, LLC",46080,0
51246,RASV-TV SRL,46080,0
42704,Etalon+ Ltd.,46080,0
210154,GIGALAN EM Ltd.,46080,0.82
7988,"CenturyLink Communications, LLC",46080,0
9401,NETSLAND Center,46080,0
60343,"Joint Stock Company ""Bank DOM.RF""",46080,0
266782,LAGUNANET - TELECOMUNICACIONES,46080,0
205957,UKRGEOKON LLC,46080,1
26220,"Analysis Group, Inc.",46080,1
208570,Spark Technical Services for Communication Ltd,46080,0
133976,Japra Tele Link Private Limited,46080,0
208403,TediNet S.A.R.L,46080,0
267824,GUERRA LIDIA ROXANA (FULLNET COMUNICACIONES),46080,1
133996,AAYU INFONET PVT LTD,46080,0
138782,Swibi Airnet Broadband Services Pvt Ltd,46080,0
203147,Ministry Of Interior - Kuwait,46080,0
267904,TELEVISORA DEL SUR SAC,46080,0
38556,Narae Networks,46080,0
265585,Alma Jessica Gallegos Gutierrez,46080,0
36393,Pfizer Inc.,46080,1
141844,DEMOTIC TECHNOLOGIES PRIVATE LIMITED,46080,0
206265,ELECTRONICA DE SO I TELECOMUNICACIONS TECNO-SO SL,46080,0
397605,Northwest ISD,46080,0
209130,MSAT Inzenjering DOO,46080,0
136674,Dmp Internet Services Private Limited,46080,0
136272,SUN ONLINE,46080,0
267903,COOPERATIVA TELEFONICA DE MAYOR BURATOVICH LTDA,46080,0
50043,Korzhos Oleg,46080,0
39803,UTI Servicii si Mentenanta SA,46080,0
267810,INTERMEGAMUNDO PARTNERS S.A.S.,46080,0
20160,Lamar State College - Port Arthur,46080,0
132454,Philippine Telelgraph & Telephone,46080,0
265006,Silva E Silva telecom Ltda. Me.,46080,0
138789,Smartclick Internet Pvt Ltd,46080,0
265863,JEA.PC COMUNICACIONES S.A.,46080,0
271194,online telecomunicações eirele,46080,0
396173,Southwest Airlines Co.,46080,0
271908,BIG DATA S.A.S,46080,0
264104,ICARO OLIVEIRA DA CUNHA - ME,46080,0
262603,GX INTERNET E WEB HOSTING SERV DE INFORMATICA LTDA,46080,0
141433,Netcom Internet Service,46080,0
7382,MiEnergy Cooperative,46080,1
206553,Hikma Pharmaceuticals LLC,46080,0
268912,Escorpiao Telecom comercio e serviços de internet,46080,0
37445,Etranzact Int'l Plc,46080,0
52318,"Agencia de Sistemas de Informacion, Gobierno de la Ciudad Autónoma de Buenos Aires",46080,0
211112,TREJJCOMMS,46080,0
202965,Dontv-Prim SRL,46080,0
270310,ELETRONIC SPORT S BRASILIA LTD ME,46080,0
398266,ZipLink Systems LLC,46080,0
266578,Sevennet Telecom,46080,0
269910,ROMERO JOSE ALBERTO,46080,0
265750,RICASOLI ROBERTO OMAR Y OSCAR NESTOR SOCIEDAD DE HECHO,46080,0
